return_date,decision_date,expiry,payoff_date,asset_id,symbol,underlying,kind,moneyness_bucket,mark,strike,start_spot,payoff_raw_close,decision_split_factor,payoff_split_factor,split_factor_ratio,terminal_spot_proxy,expiry_spot_proxy,expiry_weight,payoff_proxy,option_return,delta,gamma,vega,theta,iv_proxy,expiry_days,asset_class,state_snapshot_date,underlying_or_forward,right,entry_price,vix_close_proxy_settlement,exact_minus_vix_close_proxy,terminal_forward_proxy,exit_price,settlement_source,greek_model,vx_contract,train_end_date,snap_date,symbol_rep,volume,cbbo_median_relative_spread,moneyness_bucket_rep,underlying_rep,expiry_rep,tenor_days,snap_date_borrow,borrow_rate_proxy,borrow_source,open_interest,relative_spread,relative_spread_source,holding_years,available_volume_contracts,available_oi_contracts
2017-07-31,2017-06-30,2017-07-21,2017-07-21,META_call_call_near,FB    170721C00157500,META,call,call_near,0.69,157.5,150.97999572753906,164.42999267578125,1.0,1.0,1.0,164.42999267578125,164.42999267578125,1.0,6.92999267578125,9.043467646059783,0.19232347304332784,0.0,0.09924825089910935,-0.04817671687145142,0.19867784312963482,21,equity_option,,,,,,,,,,,,,2017-06-30,FB    170721C00157500,224,0.0285714285714286,call_near,META,2017-07-21,21,2017-06-30,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.0285714285714286,panel_cbbo,0.057534246575342465,224,
2017-08-31,2017-07-31,2017-08-18,2017-08-18,META_call_call_near,FB    170818C00175000,META,call,call_near,1.27,175.0,169.25,167.41000366210938,1.0,1.0,1.0,167.41000366210938,167.41000366210938,1.0,0.0,-1.0,0.26600220674244945,0.011395778287816497,0.12507471862791714,-0.07859092717588223,0.21976792882680896,18,equity_option,,,,,,,,,,,,,2017-07-31,FB    170818C00175000,1417,0.015748031496063006,call_near,META,2017-08-18,18,2017-07-31,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.015748031496063006,panel_cbbo,0.049315068493150684,1417,
2017-09-29,2017-08-31,2017-09-15,2017-09-15,META_call_call_near,FB    170915C00180000,META,call,call_near,0.28,180.0,171.97000122070312,171.63999938964844,1.0,1.0,1.0,171.63999938964844,171.63999938964844,1.0,0.0,-1.0,0.09374129603885234,0.013974889237031008,0.06027850279161128,-0.03291906770814662,0.18732576953172683,15,equity_option,,,,,,,,,,,,,2017-08-31,FB    170915C00180000,2679,0.07142857142857129,call_near,META,2017-09-15,15,2017-08-31,0.1480926058593934,option_parity_implied_borrow_proxy_same_expiry,,0.07142857142857129,panel_cbbo,0.0410958904109589,2679,
2017-10-31,2017-09-29,2017-10-20,2017-10-20,META_call_call_near,FB    171020C00180000,META,call,call_near,0.49,180.0,170.8699951171875,174.97999572753906,1.0,1.0,1.0,174.97999572753906,174.97999572753906,1.0,0.0,-1.0,0.09811046516829143,0.010597649531962234,0.06926519632339911,-0.025726835216258515,0.19169470261335372,21,equity_option,,,,,,,,,,,,,2017-09-29,FB    171020C00180000,291,0.03960784313725493,call_near,META,2017-10-20,21,2017-09-29,0.15855288907287962,option_parity_implied_borrow_proxy_same_expiry,,0.03960784313725493,panel_cbbo,0.057534246575342465,291,
2017-11-30,2017-10-31,2017-11-17,2017-11-17,META_call_call_near,FB    171117C00190000,META,call,call_near,1.97,190.0,180.05999755859375,179.0,1.0,1.0,1.0,179.0,179.0,1.0,0.0,-1.0,0.27377487131656847,0.0004630461245822274,0.13024509901176629,-0.137764716790157,0.3512626819968224,17,equity_option,,,,,,,,,,,,,2017-10-31,FB    171117C00190000,4061,0.011363636363636374,call_near,META,2017-11-17,17,2017-10-31,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.011363636363636374,panel_cbbo,0.04657534246575343,4061,
2017-12-29,2017-11-30,2017-12-15,2017-12-15,META_call_call_near,FB    171215C00185000,META,call,call_near,0.7,185.0,177.17999267578125,180.17999267578125,1.0,1.0,1.0,180.17999267578125,180.17999267578125,1.0,0.0,-1.0,0.17524013848474837,0.021354126290327166,0.09603473558504737,-0.07112071501867989,0.2225955166220665,15,equity_option,,,,,,,,,,,,,2017-11-30,FB    171215C00185000,900,0.05530071355759434,call_near,META,2017-12-15,15,2017-11-30,0.029439099219365255,option_parity_implied_borrow_proxy_same_expiry,,0.05530071355759434,panel_cbbo,0.0410958904109589,900,
2018-01-31,2017-12-29,2018-01-19,2018-01-19,META_call_call_near,FB    180119C00185000,META,call,call_near,0.54,185.0,176.4600067138672,181.2899932861328,1.0,1.0,1.0,181.2899932861328,181.2899932861328,1.0,0.0,-1.0,0.1419131367056854,0.025736274721512794,0.08981751879414727,-0.039346394576980526,0.17788696676492693,21,equity_option,,,,,,,,,,,,,2017-12-29,FB    180119C00185000,557,0.0338983050847458,call_near,META,2018-01-19,21,2017-12-29,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.0338983050847458,panel_cbbo,0.057534246575342465,557,
2018-02-28,2018-01-31,2018-02-16,2018-02-16,META_call_call_near,FB    180216C00200000,META,call,call_near,1.62,200.0,186.88999938964844,177.36000061035156,1.0,1.0,1.0,177.36000061035156,177.36000061035156,1.0,0.0,-1.0,0.19597191205976525,0.0,0.1083271890276623,-0.13024415338398954,0.3744949157834052,16,equity_option,,,,,,,,,,,,,2018-01-31,FB    180216C00200000,5459,0.021881838074398363,call_near,META,2018-02-16,16,2018-01-31,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.021881838074398363,panel_cbbo,0.043835616438356165,5459,
2018-04-30,2018-02-28,2018-03-16,2018-03-16,META_call_call_near,FB    180316C00190000,META,call,call_near,0.68,190.0,178.32000732421875,185.08999633789065,1.0,1.0,1.0,185.08999633789065,185.08999633789065,1.0,0.0,-1.0,0.13076881720148822,0.0,0.07942347657481483,-0.06769813547182157,0.26474469422101976,16,equity_option,,,,,,,,,,,,,2018-02-28,FB    180316C00190000,807,0.027212143650499843,call_near,META,2018-03-16,16,2018-02-28,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.027212143650499843,panel_cbbo,0.043835616438356165,807,
2018-05-31,2018-04-30,2018-05-18,2018-05-18,META_call_call_near,FB    180518C00180000,META,call,call_near,1.1,180.0,172.0,182.67999267578125,1.0,1.0,1.0,182.67999267578125,182.67999267578125,1.0,2.67999267578125,1.4363569779829541,0.20314421389641502,0.020029599807255702,0.10521912203698315,-0.07318857144139423,0.24162570699453356,18,equity_option,,,,,,,,,,,,,2018-04-30,FB    180518C00180000,1190,0.017391304347826105,call_near,META,2018-05-18,18,2018-04-30,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.017391304347826105,panel_cbbo,0.049315068493150684,1190,
2018-06-29,2018-05-31,2018-06-15,2018-06-15,META_call_call_near,FB    180615C00205000,META,call,call_near,0.28,205.0,191.77999877929688,195.8500061035156,1.0,1.0,1.0,195.8500061035156,195.8500061035156,1.0,0.0,-1.0,0.041577365655813034,0.018235834532283012,0.03464226264197004,-0.01798203769827611,0.21406626254320146,15,equity_option,,,,,,,,,,,,,2018-05-31,FB    180615C00205000,95,0.0833333333333333,call_near,META,2018-06-15,15,2018-05-31,0.2777260967615893,option_parity_implied_borrow_proxy_same_expiry,,0.0833333333333333,panel_cbbo,0.0410958904109589,95,
2018-07-31,2018-06-29,2018-07-20,2018-07-20,META_call_call_near,FB    180720C00205000,META,call,call_near,1.04,205.0,194.32000732421875,209.94000244140625,1.0,1.0,1.0,209.94000244140625,209.94000244140625,1.0,4.94000244140625,3.750002347506009,0.19575932783126057,0.0,0.12937081173983814,-0.07622812328710538,0.23909494439363485,21,equity_option,,,,,,,,,,,,,2018-06-29,FB    180720C00205000,364,0.02684563758389264,call_near,META,2018-07-20,21,2018-06-29,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.02684563758389264,panel_cbbo,0.057534246575342465,364,
2018-08-31,2018-07-31,2018-08-17,2018-08-17,META_call_call_near,FB    180817C00180000,META,call,call_near,1.55,180.0,172.5800018310547,173.8000030517578,1.0,1.0,1.0,173.8000030517578,173.8000030517578,1.0,0.0,-1.0,0.2654813455464503,0.02041703046931148,0.12491452423850716,-0.10480941159031376,0.2750990060210229,17,equity_option,,,,,,,,,,,,,2018-07-31,FB    180817C00180000,2615,0.020618556701030948,call_near,META,2018-08-17,17,2018-07-31,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.020618556701030948,panel_cbbo,0.04657534246575343,2615,
2018-09-28,2018-08-31,2018-09-21,2018-09-21,META_call_call_near,FB    180921C00185000,META,call,call_near,0.98,185.0,175.72999572753906,162.92999267578125,1.0,1.0,1.0,162.92999267578125,162.92999267578125,1.0,0.0,-1.0,0.19616529217135367,0.0,0.11715889285882715,-0.06639249967079075,0.22920434745550156,21,equity_option,,,,,,,,,,,,,2018-08-31,FB    180921C00185000,557,0.018957771787960483,call_near,META,2018-09-21,21,2018-08-31,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.018957771787960483,panel_cbbo,0.057534246575342465,557,
2018-10-31,2018-09-28,2018-10-19,2018-10-19,META_call_call_near,FB    181019C00170000,META,call,call_near,1.87,170.0,164.4600067138672,154.0500030517578,1.0,1.0,1.0,154.0500030517578,154.0500030517578,1.0,0.0,-1.0,0.2999076673564109,0.0579537599989996,0.13176063688314985,-0.08153938345655942,0.24799612401723864,21,equity_option,,,,,,,,,,,,,2018-09-28,FB    181019C00170000,3895,0.011857753822719561,call_near,META,2018-10-19,21,2018-09-28,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.011857753822719561,panel_cbbo,0.057534246575342465,3895,
2018-11-30,2018-10-31,2018-11-16,2018-11-16,META_call_call_near,FB    181116C00160000,META,call,call_near,1.57,160.0,151.7899932861328,139.52999877929688,1.0,1.0,1.0,139.52999877929688,139.52999877929688,1.0,0.0,-1.0,0.2512316472883169,0.06431130908810892,0.10418010477415343,-0.11654102190816507,0.33664314712286003,16,equity_option,,,,,,,,,,,,,2018-10-31,FB    181116C00160000,2240,0.026143790849673224,call_near,META,2018-11-16,16,2018-10-31,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.026143790849673224,panel_cbbo,0.043835616438356165,2240,
2018-12-31,2018-11-30,2018-12-21,2018-12-21,META_call_call_near,FB    181221C00155000,META,call,call_near,0.52,155.0,140.61000061035156,124.9499969482422,1.0,1.0,1.0,124.9499969482422,124.9499969482422,1.0,0.0,-1.0,0.1059216472071113,0.06614572005660495,0.061332849868149714,-0.03867627297402065,0.31446708651781086,21,equity_option,,,,,,,,,,,,,2018-11-30,FB    181221C00155000,311,0.040000000000000036,call_near,META,2018-12-21,21,2018-11-30,0.026519914126781927,option_parity_implied_borrow_proxy_same_expiry,,0.040000000000000036,panel_cbbo,0.057534246575342465,311,
2019-01-31,2018-12-31,2019-01-18,2019-01-18,META_call_call_near,FB    190118C00140000,META,call,call_near,1.4,140.0,131.08999633789062,150.0399932861328,1.0,1.0,1.0,150.0399932861328,150.0399932861328,1.0,10.039993286132812,6.171423775809152,0.2500316135638903,0.08666053117366244,0.09356437169219063,-0.10583865108711343,0.3906307624936104,18,equity_option,,,,,,,,,,,,,2018-12-31,FB    190118C00140000,306,0.01709401709401711,call_near,META,2019-01-18,18,2018-12-31,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.01709401709401711,panel_cbbo,0.049315068493150684,306,
2019-02-28,2019-01-31,2019-02-15,2019-02-15,META_call_call_near,FB    190215C00175000,META,call,call_near,1.15,175.0,166.69000244140625,162.5,1.0,1.0,1.0,162.5,162.5,1.0,0.0,-1.0,0.19556711817873898,0.0,0.09346673611427389,-0.08951439448887266,0.27567000709772116,15,equity_option,,,,,,,,,,,,,2019-01-31,FB    190215C00175000,2934,0.020743317137888396,call_near,META,2019-02-15,15,2019-01-31,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.020743317137888396,panel_cbbo,0.0410958904109589,2934,
2019-04-30,2019-02-28,2019-03-15,2019-03-15,META_call_call_near,FB    190315C00170000,META,call,call_near,0.5,170.0,161.4499969482422,165.97999572753906,1.0,1.0,1.0,165.97999572753906,165.97999572753906,1.0,0.0,-1.0,0.17736804488536329,0.04478147423499795,0.08886208002286253,-0.08096290706422882,0.2567554474234581,15,equity_option,,,,,,,,,,,,,2019-02-28,FB    190315C00170000,818,0.03773584905660381,call_near,META,2019-03-15,15,2019-02-28,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.03773584905660381,panel_cbbo,0.0410958904109589,818,
2019-05-31,2019-04-30,2019-05-17,2019-05-17,META_call_call_near,FB    190517C00200000,META,call,call_near,1.53,200.0,193.39999389648438,185.3000030517578,1.0,1.0,1.0,185.3000030517578,185.3000030517578,1.0,0.0,-1.0,0.27261181375777505,0.005344153065120918,0.14004184300558145,-0.09890025541928082,0.22875851362943647,17,equity_option,,,,,,,,,,,,,2019-04-30,FB    190517C00200000,2570,0.01574803149606301,call_near,META,2019-05-17,17,2019-04-30,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.01574803149606301,panel_cbbo,0.04657534246575343,2570,
2019-06-28,2019-05-31,2019-06-21,2019-06-21,META_call_call_near,FB    190621C00190000,META,call,call_near,0.92,190.0,177.47000122070312,191.13999938964844,1.0,1.0,1.0,191.13999938964844,191.13999938964844,1.0,1.1399993896484375,0.2391297713569973,0.15011552235397574,0.03707951629162885,0.0952523363810188,-0.06026451662796972,0.26560536807775503,21,equity_option,,,,,,,,,,,,,2019-05-31,FB    190621C00190000,1176,0.019230769230769246,call_near,META,2019-06-21,21,2019-05-31,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.019230769230769246,panel_cbbo,0.057534246575342465,1176,
2019-07-31,2019-06-28,2019-07-19,2019-07-19,META_call_call_near,FB    190719C00200000,META,call,call_near,2.16,200.0,193.0,198.36000061035156,1.0,1.0,1.0,198.36000061035156,198.36000061035156,1.0,0.0,-1.0,0.2871668984907724,0.07626842280432654,0.15746122295189774,-0.09093302281113136,0.2892190639615059,21,equity_option,,,,,,,,,,,,,2019-06-28,FB    190719C00200000,2739,0.011527473257590869,call_near,META,2019-07-19,21,2019-06-28,0.1521713952450856,option_parity_implied_borrow_proxy_same_expiry,,0.011527473257590869,panel_cbbo,0.057534246575342465,2739,
2019-08-30,2019-07-31,2019-08-16,2019-08-16,META_call_call_near,FB    190816C00205000,META,call,call_near,0.96,205.0,194.22999572753906,183.6999969482422,1.0,1.0,1.0,183.6999969482422,183.6999969482422,1.0,0.0,-1.0,0.16889062790806308,0.05346190663537368,0.10401090452724779,-0.08231661013951486,0.2537395127177239,16,equity_option,,,,,,,,,,,,,2019-07-31,FB    190816C00205000,1090,0.018867924528301903,call_near,META,2019-08-16,16,2019-07-31,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.018867924528301903,panel_cbbo,0.043835616438356165,1090,
2019-09-30,2019-08-30,2019-09-20,2019-09-20,META_call_call_near,FB    190920C00195000,META,call,call_near,0.81,195.0,185.6699981689453,189.92999267578125,1.0,1.0,1.0,189.92999267578125,189.92999267578125,1.0,0.0,-1.0,0.18972316395007852,8.510058042809711e-06,0.1210833653574436,-0.06501108945591338,0.22337632185220718,21,equity_option,,,,,,,,,,,,,2019-08-30,FB    190920C00195000,376,0.024691358024691242,call_near,META,2019-09-20,21,2019-08-30,0.022418400175187876,option_parity_implied_borrow_proxy_same_expiry,,0.024691358024691242,panel_cbbo,0.057534246575342465,376,
2019-10-31,2019-09-30,2019-10-18,2019-10-18,META_call_call_near,FB    191018C00190000,META,call,call_near,0.55,190.0,178.0800018310547,185.8500061035156,1.0,1.0,1.0,185.8500061035156,185.8500061035156,1.0,0.0,-1.0,0.12803115829030995,0.007627389475975097,0.08465273705520877,-0.05843515422814749,0.24097722142934802,18,equity_option,,,,,,,,,,,,,2019-09-30,FB    191018C00190000,345,0.017391304347826105,call_near,META,2019-10-18,18,2019-09-30,0.0017807291740143246,option_parity_implied_borrow_proxy_same_expiry,,0.017391304347826105,panel_cbbo,0.049315068493150684,345,
2019-11-29,2019-10-31,2019-11-15,2019-11-15,META_call_call_near,FB    191115C00200000,META,call,call_near,1.12,200.0,191.64999389648438,195.1000061035156,1.0,1.0,1.0,195.1000061035156,195.1000061035156,1.0,0.0,-1.0,0.20656795758407048,0.027274586263376085,0.10667283667050112,-0.09224001080528677,0.25037310971021653,15,equity_option,,,,,,,,,,,,,2019-10-31,FB    191115C00200000,1632,0.021699890127138535,call_near,META,2019-11-15,15,2019-10-31,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.021699890127138535,panel_cbbo,0.0410958904109589,1632,
2019-12-31,2019-11-29,2019-12-20,2019-12-20,META_call_call_near,FB    191220C00212500,META,call,call_near,1.38,212.5,201.63999938964844,206.3000030517578,1.0,1.0,1.0,206.3000030517578,206.3000030517578,1.0,0.0,-1.0,0.17296890131194548,0.04306861026054086,0.12755631298734027,-0.071832696646152,0.21809426387548447,21,equity_option,,,,,,,,,,,,,2019-11-29,FB    191220C00212500,200,0.018867924528301903,call_near,META,2019-12-20,21,2019-11-29,0.0012652805939375694,option_parity_implied_borrow_proxy_same_expiry,,0.018867924528301903,panel_cbbo,0.057534246575342465,200,
2020-01-31,2019-12-31,2020-01-17,2020-01-17,META_call_call_near,FB    200117C00220000,META,call,call_near,0.32,220.0,205.25,222.13999938964844,1.0,1.0,1.0,222.13999938964844,222.13999938964844,1.0,2.1399993896484375,5.687498092651367,0.0750464089927632,0.00027107263429229,0.06273846012696903,-0.04097476326134414,0.22811241220235828,17,equity_option,,,,,,,,,,,,,2019-12-31,FB    200117C00220000,296,0.03278688524590167,call_near,META,2020-01-17,17,2019-12-31,0.059127283494477656,option_parity_implied_borrow_proxy_same_expiry,,0.03278688524590167,panel_cbbo,0.04657534246575343,296,
2020-02-28,2020-01-31,2020-02-21,2020-02-21,META_call_call_near,FB    200221C00215000,META,call,call_near,1.17,215.0,201.91000366210938,210.17999267578125,1.0,1.0,1.0,210.17999267578125,210.17999267578125,1.0,0.0,-1.0,0.18227179060252563,0.026439388768053226,0.13284457276094927,-0.08752462931850569,0.2652823173642158,21,equity_option,,,,,,,,,,,,,2020-01-31,FB    200221C00215000,1898,0.02112702250325462,call_near,META,2020-02-21,21,2020-01-31,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.02112702250325462,panel_cbbo,0.057534246575342465,1898,
2020-03-31,2020-02-28,2020-03-20,2020-03-20,META_call_call_near,FB    200320C00205000,META,call,call_near,2.63,205.0,192.47000122070312,149.72999572753906,1.0,1.0,1.0,149.72999572753906,149.72999572753906,1.0,0.0,-1.0,0.23886733900510254,0.003320634690439324,0.14252069234804465,-0.1228543252060712,0.4377866301178932,21,equity_option,,,,,,,,,,,,,2020-02-28,FB    200320C00205000,676,0.06425602020700856,call_near,META,2020-03-20,21,2020-02-28,0.25712599828263255,option_parity_implied_borrow_proxy_same_expiry,,0.06425602020700856,panel_cbbo,0.057534246575342465,676,
2020-04-30,2020-03-31,2020-04-17,2020-04-17,META_call_call_near,FB    200417C00175000,META,call,call_near,3.85,175.0,166.8000030517578,179.24000549316406,1.0,1.0,1.0,179.24000549316406,179.24000549316406,1.0,4.2400054931640625,0.10130012809456157,0.3655107813749446,3.882287581684283e-05,0.1362911393719976,-0.19162323200777687,0.47688530300855636,17,equity_option,,,,,,,,,,,,,2020-03-31,FB    200417C00175000,442,0.052631578947368356,call_near,META,2020-04-17,17,2020-03-31,0.018201841175122614,option_parity_implied_borrow_proxy_same_expiry,,0.052631578947368356,panel_cbbo,0.04657534246575343,442,
2020-05-29,2020-04-30,2020-05-15,2020-05-15,META_call_call_near,FB    200515C00220000,META,call,call_near,0.87,220.0,204.7100067138672,210.8800048828125,1.0,1.0,1.0,210.8800048828125,210.8800048828125,1.0,0.0,-1.0,0.11982526968137967,0.00041081765102295826,0.08301451796828882,-0.08317091524565046,0.3113092955946922,15,equity_option,,,,,,,,,,,,,2020-04-30,FB    200515C00220000,1098,0.023255813953488393,call_near,META,2020-05-15,15,2020-04-30,0.07113481908813288,option_parity_implied_borrow_proxy_same_expiry,,0.023255813953488393,panel_cbbo,0.0410958904109589,1098,
2020-06-30,2020-05-29,2020-06-19,2020-06-19,META_call_call_near,FB    200619C00240000,META,call,call_near,2.0,240.0,225.08999633789062,238.7899932861328,1.0,1.0,1.0,238.7899932861328,238.7899932861328,1.0,0.0,-1.0,0.19365346205633363,0.0,0.14834586208060216,-0.11290185295980604,0.31535040968656547,21,equity_option,,,,,,,,,,,,,2020-05-29,FB    200619C00240000,1350,0.01932367149758456,call_near,META,2020-06-19,21,2020-05-29,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.01932367149758456,panel_cbbo,0.057534246575342465,1350,
2020-07-31,2020-06-30,2020-07-17,2020-07-17,META_call_call_near,FB    200717C00235000,META,call,call_near,3.75,235.0,227.07000732421875,242.02999877929688,1.0,1.0,1.0,242.02999877929688,242.02999877929688,1.0,7.029998779296875,0.8746663411458333,0.29911843581251696,0.006172909868098477,0.16735838292239927,-0.14683129439378417,0.4289891605019569,17,equity_option,,,,,,,,,,,,,2020-06-30,FB    200717C00235000,1098,0.021881838074398363,call_near,META,2020-07-17,17,2020-06-30,0.4619928693445137,option_parity_implied_borrow_proxy_same_expiry,,0.021881838074398363,panel_cbbo,0.04657534246575343,1098,
2020-08-31,2020-07-31,2020-08-21,2020-08-21,META_call_call_near,FB    200821C00270000,META,call,call_near,1.9,270.0,253.6699981689453,267.010009765625,1.0,1.0,1.0,267.010009765625,267.010009765625,1.0,0.0,-1.0,0.19325269703130663,0.0,0.16700488575416947,-0.12310721031344785,0.3055611386179923,21,equity_option,,,,,,,,,,,,,2020-07-31,FB    200821C00270000,866,0.020618556701030948,call_near,META,2020-08-21,21,2020-07-31,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.020618556701030948,panel_cbbo,0.057534246575342465,866,
2020-09-30,2020-08-31,2020-09-18,2020-09-18,META_call_call_near,FB    200918C00310000,META,call,call_near,5.8,310.0,293.20001220703125,252.52999877929688,1.0,1.0,1.0,252.52999877929688,252.52999877929688,1.0,0.0,-1.0,0.2861920049918274,0.01410490367555981,0.2173644975431845,-0.2765883983355968,0.45206284910440453,18,equity_option,,,,,,,,,,,,,2020-08-31,FB    200918C00310000,621,0.030303803280361183,call_near,META,2020-09-18,18,2020-08-31,0.0019411106206067628,option_parity_implied_borrow_proxy_same_expiry,,0.030303803280361183,panel_cbbo,0.049315068493150684,621,
2020-10-30,2020-09-30,2020-10-16,2020-10-16,META_call_call_near,FB    201016C00270000,META,call,call_near,4.85,270.0,261.8999938964844,265.92999267578125,1.0,1.0,1.0,265.92999267578125,265.92999267578125,1.0,0.0,-1.0,0.362675179482439,2.59835695196002e-06,0.20665196651499085,-0.229896971369576,0.3511053288817405,16,equity_option,,,,,,,,,,,,,2020-09-30,FB    201016C00270000,543,0.024540800963565215,call_near,META,2020-10-16,16,2020-09-30,0.002956165965099573,option_parity_implied_borrow_proxy_same_expiry,,0.024540800963565215,panel_cbbo,0.043835616438356165,543,
2020-11-30,2020-10-30,2020-11-20,2020-11-20,META_call_call_near,FB    201120C00280000,META,call,call_near,4.95,280.0,263.1099853515625,269.70001220703125,1.0,1.0,1.0,269.70001220703125,269.70001220703125,1.0,0.0,-1.0,0.2864472908782924,0.012475723803782283,0.21142233513665892,-0.2392266236462719,0.46916665588617323,21,equity_option,,,,,,,,,,,,,2020-10-30,FB    201120C00280000,562,0.033473389355742254,call_near,META,2020-11-20,21,2020-10-30,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.033473389355742254,panel_cbbo,0.057534246575342465,562,
2020-12-31,2020-11-30,2020-12-18,2020-12-18,META_call_call_near,FB    201218C00295000,META,call,call_near,2.45,295.0,276.9700012207031,276.3999938964844,1.0,1.0,1.0,276.3999938964844,276.3999938964844,1.0,0.0,-1.0,0.2329947109727718,0.03070987348241181,0.19086503950389935,-0.19525645656709933,0.377733767402172,18,equity_option,,,,,,,,,,,,,2020-11-30,FB    201218C00295000,1355,0.025696991929567155,call_near,META,2020-12-18,18,2020-11-30,0.09865707590816462,option_parity_implied_borrow_proxy_same_expiry,,0.025696991929567155,panel_cbbo,0.049315068493150684,1355,
2021-01-29,2020-12-31,2021-01-15,2021-01-15,META_call_call_near,FB    210115C00300000,META,call,call_near,0.84,300.0,273.1600036621094,251.36000061035156,1.0,1.0,1.0,251.36000061035156,251.36000061035156,1.0,0.0,-1.0,0.09001070404315566,0.010587282285690449,0.08827810802432991,-0.09868994741437875,0.34490418566465375,15,equity_option,,,,,,,,,,,,,2020-12-31,FB    210115C00300000,566,0.013986013986014,call_near,META,2021-01-15,15,2020-12-31,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.013986013986014,panel_cbbo,0.0410958904109589,566,
2021-02-26,2021-01-29,2021-02-19,2021-02-19,META_call_call_near,FB    210219C00285000,META,call,call_near,2.82,285.0,258.3299865722656,261.55999755859375,1.0,1.0,1.0,261.55999755859375,261.55999755859375,1.0,0.0,-1.0,0.1970497469671104,0.0,0.17300632799955248,-0.17628206700654614,0.42258417347669597,21,equity_option,,,,,,,,,,,,,2021-01-29,FB    210219C00285000,783,0.04696229521470401,call_near,META,2021-02-19,21,2021-01-29,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.04696229521470401,panel_cbbo,0.057534246575342465,783,
2021-03-31,2021-02-26,2021-03-19,2021-03-19,META_call_call_near,FB    210319C00275000,META,call,call_near,3.1,275.0,257.6199951171875,290.1099853515625,1.0,1.0,1.0,290.1099853515625,290.1099853515625,1.0,15.1099853515625,3.874188823084677,0.23469408020708676,0.0541069195075233,0.18991094929521699,-0.15153540693803524,0.35389238632917397,21,equity_option,,,,,,,,,,,,,2021-02-26,FB    210319C00275000,310,0.027397260273972626,call_near,META,2021-03-19,21,2021-02-26,0.016948899755672327,option_parity_implied_borrow_proxy_same_expiry,,0.027397260273972626,panel_cbbo,0.057534246575342465,310,
2021-04-30,2021-03-31,2021-04-16,2021-04-16,META_call_call_near,FB    210416C00315000,META,call,call_near,1.84,315.0,294.5299987792969,306.17999267578125,1.0,1.0,1.0,306.17999267578125,306.17999267578125,1.0,0.0,-1.0,0.1690130947200289,0.0004664319183455206,0.15524350819874433,-0.15240964303573512,0.34498286222219465,16,equity_option,,,,,,,,,,,,,2021-03-31,FB    210416C00315000,4921,0.01578958303035341,call_near,META,2021-04-16,16,2021-03-31,0.15203132826136406,option_parity_implied_borrow_proxy_same_expiry,,0.01578958303035341,panel_cbbo,0.043835616438356165,4921,
2021-06-30,2021-04-30,2021-05-21,2021-05-21,META_call_call_near,FB    210521C00350000,META,call,call_near,1.06,350.0,325.0799865722656,316.2300109863281,1.0,1.0,1.0,316.2300109863281,316.2300109863281,1.0,0.0,-1.0,0.12529530674765044,0.004330675535922919,0.16456197471626222,-0.10006033859685015,0.25227207571268084,21,equity_option,,,,,,,,,,,,,2021-04-30,FB    210521C00350000,2261,0.018691588785046745,call_near,META,2021-05-21,21,2021-04-30,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.018691588785046745,panel_cbbo,0.057534246575342465,2261,
2021-07-30,2021-06-30,2021-07-16,2021-07-16,META_call_call_near,FB    210716C00360000,META,call,call_near,2.66,360.0,347.7099914550781,341.1600036621094,1.0,1.0,1.0,341.1600036621094,341.1600036621094,1.0,0.0,-1.0,0.2642013199062965,0.004290914907026372,0.24088006097450795,-0.18531453944140575,0.2421204156517983,16,equity_option,,,,,,,,,,,,,2021-06-30,FB    210716C00360000,644,0.01413427561837457,call_near,META,2021-07-16,16,2021-06-30,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.01413427561837457,panel_cbbo,0.043835616438356165,644,
